age,income,credit_score,loan_amount,approved
22,81446,609,42686,1
47,48433,558,16005,0
51,92715,759,13281,0
56,34849,730,32342,1
56,89980,799,1338,1
46,88500,375,11650,0
63,61990,596,10113,0
47,79891,661,13433,1
25,79866,482,5187,0
40,98347,358,11058,1
31,95603,705,24489,1
30,59992,826,6712,1
60,85097,486,18069,1
58,96008,324,43524,0
26,23101,598,32391,0
28,46990,491,37593,1
43,89214,430,36470,1
67,54611,803,4771,0
46,81495,506,36025,1
66,71090,537,24707,0
63,35958,491,33154,0
32,92619,327,7312,0
46,85256,406,49754,0
33,87002,522,32008,1
60,69887,679,43283,1
38,20339,728,16921,0
45,70528,383,48369,1
53,89260,797,30079,0
67,73570,536,3681,1
60,41643,448,5970,1
63,80252,334,30530,1
32,30334,396,1019,1
64,82977,532,18176,0
56,20789,706,24606,1
68,53941,824,36242,0
24,20552,788,19356,1
25,39806,703,2713,1
57,56979,522,46110,0
28,28823,702,18292,1
62,51980,750,18584,0
69,20860,483,4552,1
48,20290,576,24675,1
51,62417,685,33393,1
29,99880,792,16328,0
49,25870,594,11506,1
34,53397,360,36446,1
60,36186,445,38069,1
61,41016,825,15056,0
42,89616,482,21499,1
31,98508,614,19503,1
43,87296,335,33590,0
21,31274,355,32712,1
66,43304,340,41530,1
57,97702,682,15127,1
41,88934,468,45107,1
46,67698,470,46968,1
66,96051,755,4360,0
56,34705,790,30971,0
43,56329,593,7430,1
21,79736,563,30285,0
60,72996,546,44954,0
35,30607,447,42277,0
41,72956,740,6035,1
67,50006,661,18100,0
29,98554,521,40589,0
29,95352,407,6936,1
30,40494,514,46376,0
46,41237,429,20722,0
61,92367,599,34050,0
55,60963,734,13772,0
45,50541,661,30241,0
46,23447,523,47310,0
31,91120,786,22439,1
58,47156,673,10408,0
22,56559,407,3574,0
27,41465,650,45881,1
38,62120,722,17362,0
47,30190,691,45376,1
54,83394,375,20712,0
47,25335,549,22687,0
37,74639,540,35593,1
63,91796,525,4647,0
64,45778,772,25329,0
44,38559,562,46899,1
45,62341,314,40099,1
27,40557,640,39566,1
26,63781,795,39636,0
44,92257,740,34857,0
53,40575,849,34055,1
69,92848,336,10266,0
49,24616,474,16129,1
63,84908,735,23072,0
42,53763,592,39075,0
46,53124,600,35998,1
48,87229,638,27373,1
41,22590,322,28142,0
69,50870,649,36152,0
27,29534,365,45185,1
37,27921,694,21830,0
40,21691,732,13918,1
61,62042,328,22736,0
69,71209,382,5219,0
40,88440,775,40914,0
42,73603,734,17973,0
48,64377,432,42092,1
60,59705,414,13502,0
69,38764,333,37607,1
27,93744,377,38888,1
21,35783,574,9531,0
52,28515,643,41321,1
33,22070,380,28260,0
50,33771,371,2636,1
43,84206,444,33320,1
39,40936,337,27377,0
52,37905,773,37086,1
50,23098,470,46233,0
49,47020,339,5932,0
69,77272,472,30992,0
65,71339,723,31700,1
49,30985,498,47156,0
50,28283,521,5887,1
36,66323,749,12887,0
60,57708,727,3359,1
39,90298,747,3275,1
38,25054,731,32466,0
21,98812,621,11019,1
34,91317,451,32489,1
67,83304,344,32199,0
22,36471,623,44403,0
48,90949,711,44079,0
69,92956,560,48509,0
50,59678,518,4529,1
58,74325,346,17083,1
24,46527,602,10277,1
21,63250,489,24032,1
28,32029,635,35239,1
49,61583,519,15363,1
59,89368,418,26586,0
23,88147,381,39744,1
52,28353,312,16856,0
30,79336,777,44523,0
30,63042,598,5953,0
39,60996,391,8762,1
66,96604,575,41033,0
54,75918,603,32212,0
53,88882,572,46804,1
43,56822,711,31652,0
48,68760,335,32827,0
52,24200,721,20353,0
27,67259,777,35149,0
49,28527,801,4421,0
28,30535,637,24173,0
21,37944,709,44749,1
23,60290,762,48948,0
44,89700,812,48543,1
43,32438,380,12235,1
28,84344,778,27266,1
67,78005,685,48394,1
57,90388,719,5839,0
23,92249,739,3528,0
53,81083,334,24540,0
48,88719,800,32953,0
67,51354,483,24225,1
28,93568,447,39739,1
54,99811,563,25254,0
55,38793,788,14426,1
52,57066,581,45448,0
44,91135,501,16198,0
34,52771,716,49228,1
52,33440,616,45882,1
66,31289,527,28216,1
63,69178,367,19464,1
36,90697,779,35343,0
24,86500,400,26849,0
57,69223,542,11522,1
41,58369,389,19566,0
34,34184,426,23969,1
51,88483,698,1525,0
68,91774,601,46955,0
38,33156,793,10841,1
27,22411,720,29016,1
30,35674,441,43831,0
27,28308,552,22850,1
53,88460,372,5517,1
43,20576,513,27515,0
41,34641,678,36839,0
39,94499,598,32277,0
68,70907,678,17530,0
39,61139,791,32979,0
56,59651,603,23166,0
49,77315,797,28069,0
38,35658,536,21079,0
22,58907,529,35643,1
21,99720,306,35639,0
67,83917,555,47412,0
25,51747,470,16776,0
40,98501,587,49514,0
31,96029,533,12982,1
62,72140,792,9719,0
22,74936,510,42086,0
23,46178,666,31797,0
43,87750,528,31080,1
32,28000,644,16904,1
40,28065,376,44164,0
25,82404,759,24740,0
57,21085,564,16104,0
58,69325,803,11558,0
50,89068,544,6847,0
29,82063,728,44514,1
54,37622,390,45657,1
64,83902,744,1685,1
55,24834,532,14226,1
42,32008,753,32351,0
64,98498,648,7665,0
44,67229,393,44729,0
37,28012,721,18469,0
30,71125,789,30781,1
50,29849,423,21012,0
66,61372,532,34992,1
43,33767,363,29360,1
52,59989,462,43599,1
37,60582,603,2836,0
37,64370,618,45518,0
34,65052,305,6716,0
29,65289,600,26273,0
60,41565,400,45126,1
22,73164,715,45737,0
65,88125,659,18650,0
45,70281,430,33279,1
59,77988,685,1224,1
29,95285,319,47026,1
42,90037,594,17320,0
63,43423,695,29342,1
66,21706,744,3160,1
24,71753,591,44698,1
46,61334,789,1199,1
49,87148,647,47408,0
65,70627,564,48892,0
54,35546,343,19222,0
43,68735,374,35087,0
57,94581,352,49560,1
31,45299,585,6400,0
26,86927,365,17081,1
38,63347,337,7267,0
41,61221,716,40690,0
62,60776,768,16448,1
56,35948,354,7881,1
61,45118,415,16447,1
58,99693,578,11031,1
54,37021,753,16519,1
37,93892,441,8042,1
57,77964,348,32320,1
45,68215,668,42081,1
58,21223,669,20052,0
32,56110,600,20703,0
43,41526,651,35610,1
62,94392,494,31800,0
42,58829,604,32763,0
41,99068,549,43449,1
47,71862,557,15200,0
51,40336,749,49653,1
26,50796,358,20681,0
47,47167,520,17207,0
60,86416,833,6151,1
54,36818,661,35985,1
32,58892,352,46689,0
65,44488,828,5047,1
27,57952,797,8078,0
30,33223,454,48013,1
65,81457,789,47783,0
37,50261,377,30699,1
46,79966,473,45258,0
41,95520,619,38083,1
48,88334,331,48338,1
66,27603,591,5924,0
22,97240,821,45521,1
63,54261,614,46901,0
21,35707,566,20332,1
56,38009,721,8724,1
46,79763,544,47167,0
49,72169,390,42090,0
41,38231,735,28670,1
31,23246,788,5901,1
60,78882,313,7050,0
31,49825,585,49064,1
56,35925,697,36077,0
69,21316,726,37165,0
59,79063,660,43663,0
60,22026,342,40678,1
55,87083,593,34826,1
54,35289,644,21876,0
67,68886,541,14848,1
44,85020,354,23229,0
42,59279,741,8760,1
25,47279,406,5045,1
53,38356,612,12586,1
56,82535,483,11819,0
67,85200,429,16221,1
40,50043,798,43926,0
39,32795,717,47811,1
55,81513,348,36329,0
63,42158,619,43028,1
37,68630,552,23191,1
65,39005,691,34701,1
63,60252,368,45590,0
54,65176,741,15851,0
29,20705,776,20131,0
46,71510,676,35542,0
22,66293,844,31768,0
29,64420,831,10291,0
29,40152,486,32265,1
60,79278,411,14099,0
37,75130,483,4816,1
21,87855,592,33605,0
45,80216,660,33731,0
63,93699,801,14609,0
60,20209,606,6937,1
62,24834,385,23724,1
45,51512,595,10441,1
59,82485,751,37063,0
55,71959,470,11074,0
23,97982,655,25130,0
57,89498,759,35345,0
64,33028,578,2067,0
64,71542,551,46091,0
50,41903,307,30306,0
58,31717,619,19103,0
54,50545,450,11754,1
32,55212,675,36185,1
39,61100,664,24095,0
57,77635,739,21262,1
64,72016,441,23183,0
69,55375,319,28546,0
37,40320,311,3114,1
30,39301,421,39628,1
69,71370,724,26920,0
67,29168,528,29617,0
32,88109,328,4586,1
36,38973,434,35174,1
44,56051,400,36557,0
39,62759,675,32874,0
28,87426,610,27611,0
51,39951,739,26994,0
41,90911,756,19138,1
37,51305,499,8831,0
43,95406,424,49325,0
57,29109,770,32864,0
36,46842,321,22875,0
26,30716,349,6753,0
28,68585,365,37169,0
45,66408,429,29651,1
38,56530,601,10375,0
45,85385,626,39589,0
32,79730,683,13214,0
35,95623,837,30167,1
46,97658,348,41739,1
61,50898,618,44428,1
65,83908,320,21237,1
46,77392,732,16665,1
67,95578,308,19236,1
52,46505,448,8568,0
30,26173,736,23042,1
36,26932,798,20325,1
27,50241,354,13597,1
37,36712,596,8708,1
43,88193,817,29940,0
46,49105,528,22936,1
41,50382,546,18432,1
42,74520,581,18751,1
27,39589,556,11223,1
34,59601,392,12363,0
35,60675,513,28030,0
27,54366,432,19083,1
29,23851,796,42679,0
68,27582,385,36913,1
28,60591,695,7200,0
43,90143,846,17474,0
49,25507,548,17577,0
38,25934,588,23921,1
51,61971,708,45527,0
50,24659,608,21679,0
59,24398,360,31728,1
55,26242,803,16603,1
38,48620,826,11823,1
62,30796,610,19202,1
59,67145,499,42005,0
37,67543,652,5926,1
34,83814,374,11153,1
51,71175,570,18620,0
44,57275,320,33040,1
55,33937,335,11657,0
64,39569,497,24388,1
65,81947,452,21139,0
54,32343,343,40375,1
23,76875,844,24468,1
57,66803,809,23062,1
63,84863,715,27332,1
60,84840,708,8573,1
46,79937,595,6797,0
43,97069,502,22526,0
64,69347,667,18080,1
59,51132,725,2232,0
35,51356,509,11235,1
69,35438,759,5130,0
24,46366,661,41641,0
49,99504,775,17564,0
42,37490,603,29702,0
45,39173,484,15745,0
33,30376,564,33542,0
38,86254,713,41135,0
53,56763,701,27507,1
36,85841,472,42140,0
65,61347,382,43679,0
62,61684,621,23098,0
64,50711,645,10661,0
22,34177,371,48659,0
55,65970,750,28705,1
62,44570,507,38824,1
54,55364,641,10532,1
50,67609,332,15915,1
33,38819,681,43988,0
33,77522,685,20375,1
38,51391,408,30886,0
52,35788,461,35887,1
52,71055,315,49602,1
55,95432,313,22831,1
59,43565,545,21343,0
66,82205,345,43802,0
49,33376,701,41855,1
69,41875,347,39997,1
49,67606,709,18052,0
64,98393,753,16360,1
36,82996,441,9287,0
64,21283,749,4283,1
67,85783,488,30696,1
30,92178,756,16256,1
50,83533,415,7824,1
45,37365,813,24258,0
59,37949,312,40574,1
40,53503,576,31814,1
25,96387,551,24923,0
21,99942,527,27089,1
50,34928,445,25292,0
69,36832,516,38463,1
23,27534,593,3546,0
65,21835,580,1998,1
34,90251,465,31256,0
50,53381,442,8648,0
24,74780,797,4314,0
38,86412,783,27208,0
57,29325,712,35831,0
45,49446,396,32602,1
68,87166,587,39655,1
21,80662,568,44162,1
66,76525,508,40092,0
35,30584,836,11403,0
29,23901,604,31581,1
35,76203,387,31701,1
69,22090,419,31073,0
44,46852,524,44840,0
24,42454,435,1515,0
32,75084,681,20573,0
57,97243,310,10241,0
57,78566,738,42394,0
63,79888,309,5812,0
26,53823,614,44657,1
59,52007,364,26351,1
66,34141,767,16249,1
44,32746,494,38887,1
31,23347,713,14456,0
33,29361,300,12332,0
54,24101,667,17669,0
45,68095,675,4678,1
27,61453,490,27192,1
24,52668,589,5714,0
28,37747,498,7178,1
40,35009,534,21938,0
49,21056,529,7983,0
65,52910,525,9483,1
66,97043,729,23838,1
30,41215,495,4748,0
63,76951,766,48062,1
54,50375,740,34599,0
46,30076,456,21390,0
61,55249,781,46273,1
69,95618,653,34121,1
23,60664,832,3762,0
26,78285,807,24541,1
25,78959,704,18163,1
25,92586,588,14447,1
67,58779,389,34576,0
43,79312,681,13356,0
69,68098,600,4180,0
29,31414,741,14257,1
55,56918,801,46610,0
40,35876,684,3563,1
69,92540,822,40865,1
62,29198,801,16495,0
55,57429,548,21957,0
38,87333,390,48112,1
37,98701,693,23094,1
44,90148,657,15699,0
23,72909,448,17835,0
52,71184,774,19936,0
55,80554,741,7894,1
58,51528,307,24616,0
33,30283,528,26613,1
67,24953,369,22210,1
45,73815,339,9317,0
29,79121,328,29185,0
24,59819,820,16214,0
34,42016,576,33159,1
57,33248,587,12239,1
54,37276,482,16612,1
31,37355,821,16745,0
61,68276,383,24311,1
23,78451,696,14531,1
48,41529,385,38363,1
49,56014,596,22819,1
29,40096,586,42182,0
23,66733,408,29609,1
45,23417,843,4731,0
54,91981,312,13157,0
32,90953,676,40994,0
62,35494,708,19590,0
29,33302,314,18027,1
35,75669,487,29927,0
60,56427,533,12162,1
45,82270,757,16739,1
25,78263,444,32249,1
31,60274,816,24915,0
54,48803,440,13510,1
44,49164,832,16814,0
35,58441,414,48014,1
58,83327,343,13609,0
28,96925,503,13109,1
25,71035,772,46930,0
68,33490,608,25182,1
46,26044,621,8469,0
38,61769,704,23747,1
26,47509,660,7309,1
57,47844,425,5034,1
68,82212,419,3204,0
33,41604,513,21215,0
48,47560,610,47008,1
25,86108,364,27878,1
33,21206,665,29595,1
37,98632,504,14999,1
60,49550,486,20448,1
65,72232,560,17572,0
52,55228,389,9642,1
49,57693,692,14487,1
23,54337,449,41925,0
60,37060,711,38969,0
54,62793,743,27375,1
60,55281,439,21181,1
47,61760,592,8490,0
33,94869,765,4452,0
65,68993,546,19189,0
53,99459,397,33511,0
26,54799,469,16918,1
44,70660,609,8514,0
39,89865,725,22945,1
36,25322,366,47841,0
60,59875,355,42377,0
48,58438,816,20230,1
53,65149,450,9666,1
68,99369,617,5140,1
61,38134,440,11396,0
33,27575,614,12164,0
63,96899,305,30293,1
65,55780,488,2214,0
45,39812,616,35801,0
62,64522,823,12823,0
56,90674,462,10611,1
47,44932,667,12725,1
58,68966,816,38806,1
27,65580,365,30889,0
25,76699,623,15372,0
63,60090,492,8930,1
65,46199,664,23572,0
51,93487,669,22688,1
43,33837,635,4582,1
62,64159,432,33268,1
30,32688,440,12592,0
52,29787,635,43780,1
63,54757,798,11551,0
50,88140,475,24753,1
59,80539,335,28364,0
51,20063,442,37764,1
38,97688,827,28013,0
56,63781,803,38608,0
22,34959,305,13697,1
34,51280,523,22589,0
33,64258,655,26205,0
49,47467,335,3218,0
32,36056,845,30157,0
59,23135,824,8961,0
22,37564,356,26040,0
52,83258,306,21190,0
33,84660,742,48304,0
66,47462,614,19969,0
47,76682,410,8743,1
69,22728,415,19109,1
61,27631,606,38361,1
37,30884,609,17645,0
60,44974,393,13605,0
51,56036,491,45609,1
54,30274,578,23185,1
44,38851,354,13826,1
65,81816,316,40709,0
55,68526,634,45113,1
68,73467,361,34377,1
26,89495,626,20156,0
39,99430,427,13864,0
50,46965,799,49302,1
27,50558,558,27271,0
30,79807,709,9554,0
61,72520,442,13449,1
52,63945,696,4502,1
54,77024,658,48220,0
48,37705,618,28405,0
35,77079,577,43500,1
50,72900,390,41822,0
57,68710,381,43531,1
49,65110,318,38501,1
42,24789,678,17629,1
24,20533,668,22612,1
40,70970,757,18304,0
52,48776,318,27157,0
56,68302,552,10084,1
24,38725,663,34896,0
47,84367,492,48372,0
37,92230,577,31237,0
32,90542,334,33353,0
42,62428,543,27449,1
37,24485,372,23246,1
30,86771,566,27818,1
21,63674,633,12718,0
42,86681,467,47950,1
46,43804,639,4894,1
38,67244,396,6729,0
34,21475,363,2671,0
67,72073,395,32151,0
49,30047,845,42913,0
32,97692,668,13831,0
56,68444,644,22863,1
55,76848,741,27948,1
32,41799,750,4334,1
27,84856,533,25521,0
49,64239,456,42747,1
31,77895,327,36645,0
53,60943,771,17020,0
26,82559,757,24452,1
67,44003,637,5549,0
35,42501,721,28173,0
52,51092,674,22096,1
31,49768,598,4458,0
43,54604,324,39052,1
46,66760,365,22008,0
54,26476,828,2696,0
66,95498,690,38385,1
54,48439,577,40460,1
49,23400,309,23654,0
24,44610,645,14728,0
37,71356,440,6882,0
55,49575,327,47363,0
33,39728,399,44734,0
61,49067,486,44177,0
59,65262,692,45663,0
35,21628,610,25941,1
49,95057,560,39969,0
49,45380,368,21143,1
31,79853,337,8038,0
52,48923,365,13722,0
22,54058,774,35157,1
67,76162,793,40817,0
34,82394,766,31599,0
40,85078,363,14839,1
42,38970,479,21703,0
31,58891,398,30757,1
47,24930,836,12696,0
23,55318,603,21110,1
37,70107,372,38865,1
64,81953,846,46264,0
48,69108,442,26626,0
49,52574,513,30230,0
41,29857,604,6273,1
67,43513,713,31151,0
36,43593,644,19856,1
57,38884,793,36176,1
40,78986,424,15856,1
26,25307,707,11758,0
39,32904,535,4611,0
25,80548,643,20421,0
23,33582,820,16421,0
21,77965,826,37515,0
58,28025,363,6192,0
35,69444,801,15434,1
54,61614,310,26278,0
55,63944,729,22810,1
69,81187,600,39092,0
45,27604,545,33559,1
44,47290,393,7723,1
32,91739,614,2289,1
38,70773,452,6497,0
35,27871,539,15873,0
64,96981,439,4966,0
36,96574,515,33194,0
47,23505,669,38617,0
28,61478,592,16284,0
66,34418,540,26514,1
45,36411,834,48984,1
37,29498,620,27266,0
49,76257,344,18685,1
28,76058,583,11859,1
35,42203,511,33291,0
47,66917,386,44463,1
66,40930,306,23304,1
27,99029,758,4545,0
23,33638,482,16198,1
49,25724,627,35046,1
64,85738,598,45380,0
44,22027,697,32388,1
23,34807,313,9548,1
40,83109,399,25889,1
66,61849,468,3318,1
35,20178,531,22685,0
45,25817,410,17114,0
50,92721,646,11941,1
34,23984,639,36918,1
27,84096,539,48686,1
37,95772,539,23585,0
64,34635,569,47512,1
40,94078,839,39836,1
56,51342,585,37345,0
29,74680,634,39684,1
58,27988,742,26133,1
68,52070,802,24247,0
42,98132,669,21477,1
22,43659,419,18249,1
44,95952,374,25660,0
28,39171,722,34286,0
31,73778,369,3539,0
33,75713,570,37124,0
37,42736,431,49776,0
28,90344,397,22552,1
41,77781,401,22318,1
38,91273,727,13637,0
50,85499,466,24986,0
38,55126,404,7023,0
66,49652,848,45342,0
67,25390,741,16040,0
51,85942,565,13769,0
58,73492,719,28219,1
52,69217,560,24646,1
31,80333,733,4762,0
65,95969,715,38921,0
45,78856,654,30252,0
53,68481,760,39645,0
58,94657,684,24765,1
61,48612,842,4756,1
28,30795,574,22150,1
31,37564,609,21277,1
42,68603,431,31428,0
44,61999,348,13437,0
61,86637,743,10455,0
37,20513,471,41007,1
32,85015,629,42787,0
66,31324,305,1283,1
52,35491,503,8626,0
35,99229,668,12594,0
36,54600,847,6590,0
42,84179,580,38097,1
48,30872,354,42292,0
40,63058,468,21522,0
53,92673,612,43394,1
30,31358,777,34558,1
60,91343,727,27720,0
52,46503,811,13660,0
53,81794,712,29067,1
22,72268,347,31580,0
53,67905,302,20749,1
53,82668,628,29662,0
61,42234,532,29431,1
33,96615,359,16945,1
50,76750,829,3299,0
53,50975,396,48471,0
33,89879,365,18707,0
46,90164,330,48027,0
42,48106,447,22264,0
59,94517,346,32027,1
22,87778,543,49426,1
58,78438,556,8958,1
59,68397,777,29672,0
46,70510,655,27716,0
66,56424,752,1280,0
35,69459,821,20973,1
54,71275,476,19889,1
62,74034,509,5583,1
64,88378,341,1406,0
69,36017,423,18682,1
60,99372,486,39836,1
31,99722,324,22406,1
23,54432,463,42446,0
26,42757,334,16462,0
29,67188,552,34573,0
26,51116,774,10618,0
29,56716,769,45138,1
59,78738,821,10592,1
51,40456,563,11417,1
52,23634,404,40481,0
61,69366,519,42296,0
32,40856,706,49031,1
28,87995,505,38473,0
28,80615,515,26312,1
48,94137,363,40851,0
40,89005,337,17634,0
67,44791,521,15236,1
27,57615,641,49629,0
31,20348,772,22860,1
40,56419,835,3263,0
36,22878,656,19863,0
24,31857,805,45879,0
26,64029,534,45166,0
42,83214,393,6163,1
46,85538,488,46727,0
23,45658,315,39760,1
61,43267,674,39815,1
62,99889,663,25650,1
34,87053,697,18235,1
31,73998,709,15574,0
38,98711,473,13913,1
32,71531,485,10916,0
43,73416,329,34853,0
32,50367,769,47044,0
33,37232,679,35974,0
45,79048,611,5382,1
65,81437,377,38387,1
39,69357,834,8970,1
66,46468,828,26577,1
56,86056,421,45022,0
65,41497,527,3360,0
28,26258,707,33424,0
49,75959,474,13174,1
52,54902,314,10693,0
64,35454,513,25483,0
38,57606,351,26965,1
26,71627,615,23935,0
38,74969,356,27961,0
39,20785,588,30079,1
42,93679,448,29639,0
57,67818,707,2099,1
52,33635,831,37938,1
61,96518,668,21738,1
23,33409,623,18922,0
48,68756,656,40196,1
30,38541,729,12317,1
55,78022,332,27021,1
49,89064,842,45471,0
35,56327,585,30504,1
53,66888,816,22220,0
27,44946,416,6780,1
32,44556,568,8917,1
69,41775,462,43536,1
50,20835,439,48349,0
41,71645,443,21027,0
51,55747,521,17074,0
44,63285,734,26530,1
40,64884,844,38321,1
57,36104,753,9374,0
24,34927,366,3306,1
48,24521,305,8803,1
64,64086,540,37847,0
40,34280,354,17653,1
44,83266,682,5908,1
69,50753,733,3398,1
52,71528,769,36317,0
61,69605,370,39064,1
56,88995,749,49520,1
54,48077,779,24989,0
56,86684,442,18221,0
22,57345,321,30693,0
35,51036,721,33563,0
54,69273,691,12757,0
56,40002,767,14374,0
26,82020,592,2780,1
59,68440,420,43517,1
62,59398,737,24152,0
32,79516,400,14421,0
23,91466,486,29929,1
65,98924,458,47778,1
38,73965,817,13827,1
60,39691,479,2476,0
41,89178,730,41637,1
35,39201,511,24839,1
53,27421,732,10290,1
55,33554,400,9293,1
46,78828,619,1510,1
28,77620,397,7434,0
56,91124,578,12822,0
68,94852,442,23417,0
50,80245,644,35339,0
43,65562,655,41594,1
62,48234,654,27746,0
64,35329,729,6784,1
34,35698,338,5525,0
34,67609,602,31011,1
22,36548,848,34912,1
57,59757,724,23759,1
25,85234,647,8774,0
58,38340,728,24574,0
65,89396,585,33633,1
61,47865,754,1461,0
67,79767,623,47754,1
34,33743,818,11828,0
59,91762,652,30987,0
45,98254,602,5823,1
40,69934,509,46664,0
22,76972,743,28504,1
59,45530,432,42158,0
26,79336,475,40048,0
37,79003,386,45401,1
45,52908,757,25596,0
48,87186,516,42119,1
22,60653,705,29120,1
55,67032,706,28328,1
57,53783,728,19890,0
25,73535,531,43319,1
21,91828,729,44734,1
60,80527,337,20098,1
32,45551,723,11255,1
56,63543,698,11541,1
65,39504,484,26958,1
43,36371,676,30615,1
67,70975,574,45608,0
51,49036,585,28225,1
31,73756,647,43532,0
30,29305,829,23201,0
23,94349,306,27038,1
34,86436,487,48412,0
36,23747,415,15382,1
30,65024,798,13418,1
49,70623,362,3135,1
30,43245,740,13629,0
32,23103,643,31781,0
50,85609,678,48232,1
61,88033,594,13326,1
21,49577,531,15152,0
25,79746,739,39048,0
40,28487,693,46846,0
28,69449,575,45705,1
63,65567,466,32356,0
32,84849,398,20760,1
21,92053,711,17735,0
40,25615,527,7977,1
48,96004,713,7214,0
63,30879,613,34751,0
57,71996,625,25310,1
67,33078,361,33806,1
57,74775,428,10315,0
32,24590,751,10690,0
57,74100,708,17896,0
69,30910,722,37525,0
69,51976,529,5771,0
64,41574,811,3015,1
48,60652,637,24514,0
67,53430,545,31587,0
35,93735,503,40595,0
26,75627,492,27142,0
64,72239,658,30792,0
40,73913,553,9813,1
34,29477,583,22177,0
22,72772,517,2076,1
29,85696,481,7616,1
57,63358,522,47940,1
40,64205,507,46240,1
46,91996,722,15413,1
49,82376,469,27033,1
21,42894,438,24300,0
55,79919,502,18296,1
26,22918,553,21101,0
57,45629,465,41540,0
25,36699,695,36196,0
53,73984,725,11075,0
69,71363,746,4004,0
34,27069,805,32126,0
32,74285,436,26456,1
62,90063,705,41116,0
40,39099,530,17700,1
44,77977,543,22138,1
63,35622,585,49771,1
54,46281,353,12181,0
45,59433,691,34439,0
49,59875,569,45883,0
59,25132,688,14613,1
51,78016,312,8003,0
